compound,label
CC[C@@H](C(=O)N)N1CCCC1=O,1
CC(=O)NC[C@@H]1CN(C(=O)O1)c1cc(c(cc1)N1CCOCC1)F,1
c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,1
C1[C@@H]2CNC[C@H]1c1cc3nccnc3cc21,1
Cc1c(c(ccc1)Cl)NC(=O)c1cnc(s1)Nc1nc(nc(c1)N1CCN(CC1)CCO)C,1
Cc1c(ccnc1C[S@](=O)c1nc2ccccc2[nH]1)OCC(F)(F)F,1
CN1CCCC[C@H]1CCN1c2ccccc2Sc2c1cc(cc2)SC,1
CC(=O)/N=c\1/n(nc(s1)S(=O)(=O)N)C,1
Cc1nccn1C[C@@H]1CCc2c(C1=O)c1ccccc1n2C,1
Cc1c(c(c(c2c1COC2=O)O)C/C=C(\C)/CCC(=O)OCCN1CCOCC1)OC,1
CN(C)CC/C=C\1/c2ccccc2COc2ccccc12,1
CCN1CCN(C(=O)C1=O)C(=O)N[C@@H](c1ccccc1)C(=O)N[C@H]1[C@H]2N(C1=O)[C@@H](C(S2)(C)C)C(=O)O,1
CC(C)(C)NC[C@H](COc1cccc2c1C[C@@H]([C@@H](C2)O)O)O,1
CN1CC[C@]23[C@@H]4[C@@H]1Cc1c2c(c(cc1)O)O[C@@H]3C(=O)CC4,1
CN(C)C[C@H]1CCCC[C@@]1(c1cc(ccc1)OC)O,1
C(=N)(N)N,1
C1[C@@H]2C[C@H](C[C@H]3N2CC(=O)[C@@H]1C3)OC(=O)c1c[nH]c2ccccc12,1
CCCCCc1cc2c([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)c(c1)O,0
CCCCC/N=C(\N)/NN/C=C/1\C=Nc2c1cc(cc2)CO,1
CN1[C@H](Nc2cc(c(cc2S1(=O)=O)S(=O)(=O)N)Cl)CCl,0
CCC[C@H](C(=O)OCC)N[C@H](C)C(=O)N1[C@H]2CCCC[C@@H]2C[C@H]1C(=O)O,1
CC(C)NC[C@@H](COc1ccc(cc1)COCCOC(C)C)O,1
C1CN2CC[C@@H]1[C@H](C2)OC(=O)N1CCc2ccccc2[C@H]1c1ccccc1,1
c1coc(c1)CNc1cc(c(cc1C(=O)O)S(=O)(=O)N)Cl,1
CC[C@@]1(CC(=O)NC1=O)C,0
CO[C@]1([C@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)Cc1cccs1,1
CN(C)[C@H]1[C@H]2C[C@H]3[C@@H](c4c(ccc(c4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,1
CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1
C[C@H](c1cc(c(cc1)c1ccccc1)F)C(=O)O,1
c1nc(=O)[nH]c(c1F)N,1
C[C@@]12CC[C@@H]3[C@@H]([C@@H]1CCC2=O)CCc1c3ccc(c1)O,1
c1cnccc1c1c[nH]c(=O)c(c1)N,1
CCn1cc(c(=O)c2cc(c(c(c12)F)N1CCN[C@H](C1)C)F)C(=O)O,1
C1CN=C(N1)Nc1c(cccc1Cl)Cl,1
CN1CCCC[C@@H]1CCN1c2ccccc2Sc2c1cc(cc2)[S@](=O)C,1
CN(C)CCOc1ccc(cc1)CNC(=O)c1cc(c(c(c1)OC)OC)OC,1
CC1=C([C@H](C(=C(N1)C)C(=O)OCCN(C)Cc1ccccc1)c1cc(ccc1)[N+](=O)[O-])C(=O)OC,0
CCOC(=O)Nc1cc2c(cc1)Sc1ccccc1N2C(=O)CCN1CCOCC1,1
C[C@@H]1Nc2cc(c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N)Cl,1
Cc1ccc(cc1)c1c(n2cc(ccc2n1)C)CC(=O)N(C)C,1
CNCCC[C@]12CC[C@H](c3ccccc13)c1ccccc21,1
CC(C)NC[C@H](COc1cccc2ccccc12)O,1
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN1CCN(CC1)c1ncccn1,0
CN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,1
C1CN(CCN1)C1=Nc2ccccc2Oc2c1cc(cc2)Cl,1
CCCCc1ncc(n1Cc1ccc(cc1)C(=O)O)/C=C(\Cc1cccs1)/C(=O)O,0
c1nc(nn1[C@@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)C(=O)N,1
C1CCC(CC1)C(=O)N1C[C@@H]2c3ccccc3CCN2C(=O)C1,1
C1CCN(CC1)c1nc(nc2c1nc(nc2N1CCCCC1)N(CCO)CCO)N(CCO)CCO,0
CC1=C(N2[C@H]([C@@H](C2=O)NC(=O)[C@H](C2=CCC=CC2)N)SC1)C(=O)O,1
C=C1CC[C@]2([C@H]3Cc4c5[C@]2([C@H]1Oc5c(cc4)O)CCN3CC1CC1)O,0
CC[C@@H]1[C@@H](COC1=O)Cc1cncn1C,1
CNS(=O)(=O)Cc1cc2c(cc1)[nH]cc2CCN(C)C,0
Cc1cc(ccc1)Nc1c(cncc1)S(=O)(=O)NC(=O)NC(C)C,0
COc1ccccc1OC[C@@H](COC(=O)N)O,0
CC(C)NC[C@H](c1ccc(cc1)NS(=O)(=O)C)O,1
C1CCC(CC1)n1c(nnn1)CCCCOc1cc2c(cc1)NC(=O)CC2,0
Cc1cc(no1)C(=O)NNCc1ccccc1,1
c1nc(nc(=O)n1[C@H]1[C@H]([C@H]([C@@H](O1)CO)O)O)N,1
C=C1[C@H](C[C@@H]([C@H]1CO)O)n1cnc2c1[nH]c(nc2=O)N,1
c1nc2c(n1[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)F)nc(nc2N)Cl,1
CC[C@H]([C@H](C)O)n1c(=O)n(cn1)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@@H]1C[C@@](OC1)(Cn1cncn1)c1c(cc(cc1)F)F,1
Cc1c(cc(cc1)C(=O)Nc1cc(cc(c1)n1cc(nc1)C)C(F)(F)F)Nc1nccc(n1)c1cnccc1,1
CN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1,1
CC(C)CN(C[C@H]([C@@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)OP(=O)(O)O)S(=O)(=O)c1ccc(cc1)N,1
CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC,0
c1ccc(c(c1)C1=N[C@H](C(=O)Nc2c1cc(cc2)Cl)O)Cl,1
C1[C@H](O[C@@H](S1)CO)n1cc(c(nc1=O)N)F,1
Cc1cn(c(=O)[nH]c1=O)[C@@H]1C[C@H]([C@@H](O1)CO)O,1
CCC[C@H](C)C1(C(=O)NC(=O)NC1=O)CC=C,1
C1C(C1)c1nc2ccccc2c(c1C=C[C@H](O)C[C@@H](O)CC(=O)O)c1ccc(cc1)F,1
C#CC[C@H](Cc1cnc2c(n1)c(nc(n2)N)N)c1ccc(cc1)C(=O)N[C@H](CCC(=O)O)C(=O)O,1
CCN1C(=O)[C@@H](NC1=O)c1ccccc1,1
CC1=NS(=O)(=O)c2c(N1)ccc(c2)Cl,1
C1c2c(ccc(c2Cl)Cl)NC2=NC(=O)CN12,0
CC(C)CN(C[C@@H]([C@@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O)S(=O)(=O)c1ccc(cc1)N,1
C1[C@@H](C(=O)NO1)N,1
CC(=O)CCc1cc2c(cc1)cc(cc2)OC,1
Cc1c(ccc2c1c(nc(n2)N)N)CNc1cc(c(c(c1)OC)OC)OC,1
CCCCCOC(=O)Nc1nc(=O)n(cc1F)[C@H]1[C@@H]([C@@H]([C@@H](O1)C)O)O,1
CC(=O)OCC(CCn1cnc2cnc(nc12)N)COC(=O)C,1
CC(C)(C(=O)NCCS(=O)(=O)[O-])Oc1ccc(cc1)C(=O)c1ccc(cc1)Cl,1
C1[C@@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O,1
C[C@@H](C(=O)N1CCC[C@@H]1C(=O)O)N[C@H](CCc1ccccc1)C(=O)O,1
C1[C@@H]([C@@H](O[C@@H]1n1cnc(nc1=O)N)CO)O,1
C[C@H]1Oc2c(O1)cc(cc2)C(C)(C)C,1
C(CC(=O)N)[C@H](C(=O)O)N,1
CN1[C@@H]2CCC[C@H]1C[C@H](C2)NC(=O)c1nn(c2ccccc12)C,1
C[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)N,1
Cc1cc(nc(n1)O[C@H](C(=O)O)C(c1ccccc1)(c1ccccc1)OC)C,1
C[C@@H]1[C@@H]2[C@@H](C(=O)N2C(=C1S[C@H]1C[C@H](NC1)CNS(=O)(=O)N)C(=O)O)[C@H](C)O,1
C[C@@H](Cc1cc2c(c(c1)C(=O)N)N(CC2)CCCO)NCCOc1ccccc1OCC(F)(F)F,1
C[C@]12CC[C@H]3[C@@H]([C@H]1CCC2=O)CCc1c3ccc(c1)OS(=O)(=O)O,1
C1Nc2c(cc(c(c2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,0
c1ccc(cc1)C1=N[C@H](C(=O)Nc2c1cc(cc2)Cl)O,1
Cc1c(cc(c(=O)[nH]1)C#N)c1ccncc1,1
C=C[C@H](CCC(=O)O)N,1
c1cc(ccc1C[C@@H](C(=O)O)N)O,1
Cc1c(scc1)C(=CCCN1CCC[C@H](C1)C(=O)O)c1c(ccs1)C,0
CCCN[C@H]1CCc2c(C1)sc(n2)N,0
CC(C)Nc1c(nccc1)N1CCN(CC1)C(=O)c1cc2c([nH]1)ccc(c2)NS(=O)(=O)C,1
CNS(=O)(=O)CCc1cc2c(cc1)[nH]cc2C1CCN(CC1)C,0
C[C@@H]1O[C@]2(CN3CC[C@H]2CC3)CS1,1
Cc1c(/c/2=C/C3=N/C(=C\c4c(c(c([nH]4)/C=C\4/[C@@]5([C@H](C(=CC=C5C(=N4)/C=c/1\[nH]2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)/C(=C3C)CCC(=O)O)C=C,1
CN1CC[C@]23C=C[C@H](C[C@@H]2Oc2c(ccc(c32)C1)OC)O,1
CC(C)[C@@H](C(=O)OC[C@@H](CO)OCn1cnc2c1[nH]c(nc2=O)N)N,0
CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]2(C1=CC(=O)CC2)C,1
CC(C)NC[C@H](COc1ccc(cc1)CCOCC1CC1)O,0
C1CC(=O)Nc2c1ccc(c2)OCCCCN1CCN(CC1)c1c(c(ccc1)Cl)Cl,0
c1cc(ccc1CCc1c[nH]c2c1c(=O)nc([nH]2)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1
CN1CCN(CC1)C(=O)O[C@@H]1c2nccnc2C(=O)N1c1ncc(cc1)Cl,0
COCC1=C(N2[C@@H]([C@H](C2=O)NC(=O)/C(=N/OC)/c2csc(n2)N)SC1)C(=O)O,1
C1C=C(N2[C@@H](S1)[C@@H](C2=O)NC(=O)C(=CCC(=O)O)c1csc(n1)N)C(=O)O,1
C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@H]1[C@H](N(CCO1)Cc1nc(=O)[nH][nH]1)c1ccc(cc1)F,1
C1Cc2c(ccc(c2)F)O[C@@H]1[C@H](CNC[C@@H]([C@H]1CCc2c(O1)ccc(c2)F)O)O,1
c1ccc2c(c1)C(=O)N[C@]2(c1cc(c(cc1)Cl)S(=O)(=O)N)O,0
c1cn(c(=O)nc1N)C[C@H](CO)OCP(=O)(O)O,1
c1cc(ccc1c1nnc(s1)Nc1ccc(cc1)Br)Cl,1
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,1
Cc1c(c(c(c2c1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC,1
CO/N=C(\c1csc(n1)N)/C(=O)N[C@H]1[C@@H]2N(C1=O)C(=CCS2)C(=O)O,1
COc1c(cc2c(c1)c(nc(n2)N1CCN(CC1)C(=O)[C@@H]1COc2ccccc2O1)N)OC,1
CCC(=C)C(=O)c1c(c(c(cc1)OCC(=O)O)Cl)Cl,1
C[C@@H]1Cc2ccccc2N1NC(=O)c1cc(c(cc1)Cl)S(=O)(=O)N,1
CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(c(cc2C[C@H]1C(=O)O)OC)OC,1
CN1CCN(CC1)C1=Nc2ccccc2Oc2c1cc(cc2)Cl,1
C[C@@H](CN1c2ccccc2CCc2ccccc12)CN(C)C,1
CN1CCC[C@@H]1Cc1c[nH]c2c1cc(cc2)CCS(=O)(=O)c1ccccc1,0
C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/c1csc(n1)C)/C)C,1
CCC(CC)O[C@@H]1C=C(C[C@H]([C@@H]1NC(=O)C)N)C(=O)OCC,1
CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)c1ccc(cc1)F)c1ccc(cc1)Cl,1
C[C@](c1ccccc1)(c1ccc(cc1)Cl)OCC[C@@H]1CCCN1C,0
c1cc(c(cc1Oc1c(cc(cc1I)C[C@@H](C(=O)O)N)I)I)O,0
C1[C@H](N(c2c(N1)[nH]c(nc2=O)N)C=O)CNc1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0
Cc1c(sc[n+]1Cc1cnc(nc1N)C)CCO,0
CC[C@H](CO)NC(=O)[C@@H]1CN([C@@H]2Cc3c[nH]c4cccc(c34)C2=C1)C,0
CN1CC[C@@]23[C@H]4C(=O)CC[C@@]2([C@@H]1Cc1c3c(c(cc1)O)O4)O,0
C[C@H]1[C@H](OCCN1C)c1ccccc1,0
C[C@](Cc1ccc(cc1)O)(C(=O)O)N,0
CN1CC[C@]23[C@H]4[C@H]1Cc1c2c(c(cc1)O)O[C@H]3[C@H](C=C4)O,0
C[N+](C)(C)C[C@H](CC(=O)[O-])O,0
c1cc(ccc1[C@H]([C@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],0
C([C@@H](CS)S)O,0
C1CCN(CC1)c1nc(=N)n(c(c1)N)O,0
CC1([C@H](N2[C@H](S1)[C@H](C2=O)NC(=O)COc1ccccc1)C(=O)O)C,0
Cc1c(oc2c(c1=O)cccc2C(=O)OCCN1CCCCC1)c1ccccc1,0
C[C@H]1[C@@H]2Cc3c([C@@]1(CCN2CC=C(C)C)C)cc(cc3)O,0
CC(C)C(=O)Oc1c(cc(cc1)CO)[C@@H](CCN(C(C)C)C(C)C)c1ccccc1,0
C[C@H](C[N+](C)(C)C)OC(=O)N,0
Cn1c2c(c(=O)n(c1=O)C)n(cn2)C[C@@H](CO)O,0
CN(C)CCO[C@@H](c1ccc(cc1)Cl)c1ccccn1,0
CCN(CC)[C@@H](C)C(=O)c1ccccc1,0
C[C@@H]1CN(CC[C@]1(C)c1cc(ccc1)O)C[C@H](Cc1ccccc1)C(=O)NCC(=O)O,0
CCC(=O)NCC[C@@H]1CCc2c1c1c(cc2)OCC1,0
C[C@H]([C@H]([C@@H]1CNc2c(N1)c(=O)nc([nH]2)N)O)O,0
Cc1cc2c(cc1C)n(c1nc(=O)[nH]c(=O)c1n2)C[C@H]([C@H]([C@H](CO)O)O)O,0
C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],0
CN1[C@@H]2C[C@@H](C[C@H]1[C@@H]1[C@H]2O1)OC(=O)[C@@H](CO)c1ccccc1,0
C1CCC(CC1)[C@](CCN1CCCC1)(c1ccccc1)O,0
C[C@@H](CCc1ccc(cc1)O)NCCc1cc(c(cc1)O)O,0
C(C[C@@H](C(=O)O)N)CN=C(N)N,0
C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@@H]([C@]12C[C@@H]3C[C@H](C1)C[C@@](C3)(C2)O)N,0
CN(C)CC[C@@H](c1ccc(cc1)Cl)c1ccccn1,0
CN[C@@H]1CCc2c(C1)c1c([nH]2)ccc(c1)C(=O)N,0
C([C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O,0
C1CC(CCC1O[P@@](=O)(O)OC[C@@H](CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)(c1ccccc1)c1ccccc1,1
c1cc(c(cc1[C@H](CN)O)O)O,0
CCCCCCCCC=CCCCCCCCC(=O)O,0
C[C@H]1CCN([C@@H](C1)C(=O)O)C(=O)[C@@H](CCCN=C(N)N)NS(=O)(=O)c1cccc2c1NC[C@@H](C2)C,0
CCCCS(=O)(=O)N[C@H](Cc1ccc(cc1)OCCCCC1CCNCC1)C(=O)O,0
CCOC(=O)c1cncn1[C@@H](C)c1ccccc1,0
CSCC[C@@H](C(=O)O)N,0
CN1CCc2cccc3c2[C@H]1Cc1c3c(c(cc1)O)O,0
C(=O)(O)O,0
C[C@@H](COc1ccccc1)N(CCCl)Cc1ccccc1,0
CCN(CC)CC#CCOC(=O)[C@@](C1CCCCC1)(c1ccccc1)O,0
Cc1ccccc1[C@@H](c1ccccc1)OCCN(C)C,0
C([C@H]([C@H]1C(=C(C(=O)O1)O)O)O)O,0
C1CCN(CC1)CCOc1ccc(cc1)C(=O)c1c(sc2c1ccc(c2)O)c1ccc(cc1)O,0
CCOC(=O)C1(CCN(CC1)CCC(C#N)(c1ccccc1)c1ccccc1)c1ccccc1,0
C1CN(CCC1n1c2ccccc2[nH]c1=O)CCCC(c1ccc(cc1)F)c1ccc(cc1)F,0
CN1CC[C@]23CCCC[C@@H]2[C@@H]1Cc1c3cc(cc1)OC,0
CN(C)C(=O)C(CCN1CCC(CC1)(c1ccc(cc1)Cl)O)(c1ccccc1)c1ccccc1,0
C[C@H](COc1ccccc1)N[C@@H](C)[C@H](c1ccc(cc1)O)O,0
C[C@H]([C@@H](c1ccccc1)O)NC,0
CC(C)NC[C@H](c1cc(c(cc1)O)O)O,0
CC(C)(c1ccc(cc1)[C@@H](CCCN1CC[C@@H](CC1)C(c1ccccc1)(c1ccccc1)O)O)C(=O)O,0
c1cc(ccc1C(=O)N[C@H](CCC(=O)O)C(=O)O)NCc1cnc2c(n1)c(=O)nc([nH]2)N,0
C([C@@H]([C@H]([C@H]([C@H](CO)O)O)O)O)O,0
CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2Cc3cn(c4cccc(c34)C2=C1)C)C,0
Cc1ncc(c(c1O)CO)CO,0
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c1ccccc1,0
CC(C)NC[C@H](COc1cccc2c1cc[nH]2)O,0
CN(C)CC[C@@H](c1ccc(cc1)Br)c1ccccn1,0
C[C@@H](CCCN)Nc1c2c(cc(c1)OC)cccn2,0
CCOC(=O)C1(CCN(CC1)C)c1ccccc1,0
C[C@@H](Cc1ccccc1)NC,0
CC1([C@@H]2CC[C@@H](C2)[C@@]1(C)NC)C,0
Cc1cc(ccc1)CN1CCN(CC1)[C@H](c1ccccc1)c1ccc(cc1)Cl,0
CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc1ccc(cc1)NS(=O)(=O)C,0
COc1ccccc1OC[C@@H](CO)O,0
C1CN(CCN1CCOCCO)[C@H](c1ccccc1)c1ccc(cc1)Cl,0
COc1cc(c(cc1)OC)[C@H](CNC(=O)CN)O,0
CN(C)CC[C@H](c1ccc(cc1)Br)c1ccccn1,0
CC1=C(C(=O)c2ccccc2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,0
C1CN(C[C@@H]1C(c1ccccc1)(c1ccccc1)C(=O)N)CCc1cc2c(cc1)OCC2,0
Cc1ncc2n1c1c(cc(cc1)Cl)C(=NC2)c1ccccc1F,0
c1c(cc(c(c1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,0
C1C[C@H](CC[C@H]1CN)C(=O)O,0
Cc1ccc(cc1)N(CC1=NCCN1)c1cc(ccc1)O,0
CC(C)NC[C@@H](c1cc(cc(c1)O)O)O,0
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@H]2[C@H](C[C@]2([C@@H]1CC[C@@]2(C(=O)CO)O)C)O,0
COc1c(cc2c(c1)c(nc(n2)N1CCN(CC1)C(=O)[C@@H]1CCCO1)N)OC,0
CN(C)CCc1c[nH]c2c1cc(cc2)Cn1cncn1,0
CC#C[C@]1(CC[C@@H]2[C@@]1(C[C@H](C1=C3CCC(=O)C=C3CC[C@H]21)c1ccc(cc1)N(C)C)C)O,0
CC[C@H](c1cc(ccc1)O)[C@@H](C)CN(C)C,0
C[C@H](Cc1ccccc1)N(C)Cc1ccccc1,0
c1ccc(c(c1)[C@@H](c1ccc(cc1)Cl)C(Cl)Cl)Cl,0
CO[Si](C)(C)O[Si](C)(C)C,0
CCN(c1cccc(c1)c1ccnc2c(cnn12)C#N)C(=O)C,0
C[C@@](c1ccccc1)(c1ccccn1)OCCN(C)C,0
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]1[C@@H]2CCC2=CC(=O)CC[C@]12C)C)O,0
CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,0
CN1CC[C@@]23CCCC[C@H]2[C@@H]1Cc1c3cc(cc1)O,0
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc12)C(C)C,0
C[C@]1(CC(=O)N(C1=O)C)c1ccccc1,0
C[N+]1(CCC[C@@H](C1)OC(=O)C(c1ccccc1)(c1ccccc1)O)C,0
Cc1ccc(cc1)/C(=C/CN1CCCC1)/c1ccccn1,0
C1CCN(CC1)CC[C@]([C@@H]1C[C@H]2C[C@@H]1C=C2)(c1ccccc1)O,0
C[N+]1(CC[C@@H](C1)OC(=O)[C@](C1CCCC1)(c1ccccc1)O)C,0
CC(C)(c1cnccc1)C(=O)c1cnccc1,0
C[C@H]([C@@]12C[C@H]3C[C@@H](C1)C[C@H](C3)C2)N,0
C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,0
C=CCN,0
CC(C)(C)NC[C@@H](c1cc(c(cc1)O)CO)O,0
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c1ccccc1)c1ccccc1,0
CCCCN1C[C@@H]([C@@H]([C@H]([C@H]1CO)O)O)O,0
CCNC(=O)N(CCCN(C)C)C(=O)[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C1)CC=C,0
CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+](=O)[O-],0
Cc1c(c(ccc1)C)NC(=O)CN1CCN(CC1)C[C@@H](COc1ccccc1OC)O,0
C[C@H](c1cccc2ccccc12)NCCCc1cc(ccc1)C(F)(F)F,0
CCCCC([C@]1(CC[C@H]2[C@@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F,0
Cc1c(c(=O)n2CCC[C@@H](c2n1)O)CCN1CC[C@@H](CC1)c1noc2c1ccc(c2)F,0
CN1CC[C@@]23[C@@H]4[C@@H]1Cc1c2c(c(cc1)OC)O[C@H]3[C@@H](C=C4)O,0
C1c2nncn2c2c(cc(cc2)Cl)C(=N1)c1ccccc1,0
C[N+]1([C@@H]2C[C@H](C[C@H]1[C@@H]1[C@H]2O1)OC(=O)[C@@H](CO)c1ccccc1)C,0
C[C@@H]([C@H](c1ccccc1)O)NC,0
C1C(=S)N(c2c(cc(cc2)Cl)C(=N1)c1ccccc1F)CC(F)(F)F,0
CC[C@]1(c2c(COC1=O)c(=O)n1Cc3c(c1c2)nc1ccc(c(c1c3)CN(C)C)O)O,0
CCC[C@](C)(COC(=O)N)COC(=O)NC(C)C,0
Cn1c2c(c(=O)n(c1=O)C)[nH]c(n2)Br,0
CC(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)C)c1ccccn1,0
CC(C)(C)NC[C@H](COc1ccccc1C1CCCC1)O,0
CC[N+](C)(C)c1cc(ccc1)O,0
C[C@@]12CCN([C@H]1N(c1c2cc(cc1)OC(=O)NC)C)C,0
c1nc2c(c(n1)N)ncn2[C@H]1[C@H]([C@@H]([C@H](O1)CO)O)O,0
CCOC(=O)c1c2CN(C(=O)c3c(n2cn1)ccc(c3)F)C,0
CNCCC[C@H]1c2ccccc2C=Cc2ccccc12,0
CCCCCCC(C)(C)c1cc2c([C@@H]3CC(=O)CC[C@H]3C(O2)(C)C)c(c1)O,0
CN(C)CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N1CCCC1,0
c1nc2c(n1[C@H]1[C@@H]([C@H]([C@@H](O1)COP(=O)(O)O)O)O)nc(nc2N)F,0
CCOC(=O)N1CCC(=C2c3c(CCc4c2nccc4)cc(cc3)Cl)CC1,0
CO[C@@H]1[C@H](C[C@H]2CN3CCc4c([C@@H]3C[C@H]2[C@@H]1C(=O)OC)[nH]c1c4ccc(c1)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,0
C1CCC(CC1)[C@@](CCN1CCCCC1)(c1ccccc1)O,0
Cc1c(c(ccc1)C)NC(=O)[C@@H]1CCCCN1C,0
C1CC[C@]2([C@@H]3Cc4c([C@@]2(C1)CCN3CC1CCC1)cc(cc4)O)O,0
C1CC(C1)CN1CC[C@@]23[C@@H]4[C@H](CC[C@]2([C@@H]1Cc1c3c(c(cc1)O)O4)O)O,0
CCC(=O)N(c1ccccc1)C1(CCN(CC1)CCc1cccs1)COC,0
C[N@+]1(CCc2cc(c(cc2[C@@H]1Cc1cc(c(cc1)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]1(CCc2cc(c(cc2[C@@H]1Cc1cc(c(cc1)OC)OC)OC)OC)C,0
C1CN(CC=C1n1c2ccccc2[nH]c1=O)CCCC(=O)c1ccc(cc1)F,0
CCC(=O)N(c1ccccc1)C1(CCN(CC1)CCn1c(=O)n(nn1)CC)COC,0
CC(C)(CO)[C@H](C(=O)NCCCO)O,0
C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,0
CC1(C(=[N+](c2c1c1ccccc1cc2)CCCCS(=O)(=O)O)C=CC=CC=CC=C1C(c2c(N1CCCCS(=O)(=O)O)ccc1ccccc21)(C)C)C,0
CC(=O)Nc1c(c(c(c(c1I)C(=O)O)I)C(=O)NC)I,0
[13CH3][C@@H](C(=O)O)O,0
C1C[C@@H](N(C1)C(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N,0
C(CO)N(c1c(c(c(c(c1I)C(=O)NC[C@H](CO)O)I)C(=O)NC[C@H](CO)O)I)C(=O)CO,0
C[NH+](C)CCOC(c1ccccc1)c1ccccc1,0
C=CCN1CC[C@@]23[C@H]4C(=O)CC[C@@]2([C@@H]1Cc1c3c(c(cc1)O)O4)O,0
CCCC(=O)OCOC(=O)C1=C(NC(=C([C@@H]1c1c(c(ccc1)Cl)Cl)C(=O)OC)C)C,0
CNC(=O)c1cn(nc1)c1nc2c(c(n1)N)ncn2[C@@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,0
Cn1c2c(cc(cc2)N(CCCl)CCCl)nc1CCCC(=O)O,0
CNC[C@@H](c1cc(c(cc1)O)O)O,0
CC(=O)Nc1c(c(c(c(c1I)C(=O)O)I)NC(=O)C)I,0
c1ccc2c(c1)C(=O)OC12c2c(cc(cc2)O)Oc2c1ccc(c2)O,0
CCCCC[C@@](C)(/C=C/[C@H]1[C@H](C[C@H]([C@H]1C/C=C/CCCC(=O)O)O)O)O,0
C[N@+]1(CCc2cc(c(cc2[C@H]1Cc1cc(c(cc1)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]1(CCc2cc(c(cc2[C@H]1Cc1cc(c(cc1)OC)OC)OC)OC)C,0
