,Assay,Weighted Partial Correlation
Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,0.0
Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,0.0
Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,0.0
Cytotoxicity against human A549 cells after 48 hrs by MTT assay,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,0.0
Inhibition of human MATE1-mediated ASP+ uptake expressed in HEK293 cells after 1.5 mins by fluorescence assay,Inhibition of human MATE1-mediated ASP+ uptake expressed in HEK293 cells after 1.5 mins by fluorescence assay,0.0
Ligands of peptide (Class A) GPCRs,Ligands of peptide (Class A) GPCRs,0.0
Solubility by shake flask method,Solubility by shake flask method,0.0
Unbound drug concentration in Sprague-Dawley rat plasma administered in casettes of 2/3 drugs at 4 hr constant rate intravenous infusions using flow rate of 1 (ml/kg)/hr corresponding to dosage rate of 2 (umol/kg)/hr by LC-MS/MS method,Unbound drug concentration in Sprague-Dawley rat plasma administered in casettes of 2/3 drugs at 4 hr constant rate intravenous infusions using flow rate of 1 (ml/kg)/hr corresponding to dosage rate of 2 (umol/kg)/hr by LC-MS/MS method,0.0
NCATS Kinetic Aqueous Solubility Profiling,NCATS Kinetic Aqueous Solubility Profiling,0.00470895528992047
NCATS Parallel Artificial Membrane Permeability Assay (PAMPA) Profiling,NCATS Parallel Artificial Membrane Permeability Assay (PAMPA) Profiling,-0.0
NCATS Rat Liver Microsome Stability Profiling,NCATS Rat Liver Microsome Stability Profiling,0.004672821747839699
Antimicrobial activity against non replicating persistence Mycobacterium tuberculosis H37Rv in aerobic condition assessed by relative light units after 7 days,Antimicrobial activity against non replicating persistence Mycobacterium tuberculosis H37Rv in aerobic condition assessed by relative light units after 7 days,0.0
Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,0.0
Antibacterial activity against uropathogenic Escherichia coli UTI89 assessed as degradation of preexisting biofilm after 24 hrs by microscopy,Antibacterial activity against uropathogenic Escherichia coli UTI89 assessed as degradation of preexisting biofilm after 24 hrs by microscopy,0.0
Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,0.0
Antiplasmodial activity against Plasmodium falciparum Dd2 after 72 hrs by SYBR green assay,Antiplasmodial activity against Plasmodium falciparum Dd2 after 72 hrs by SYBR green assay,0.0
Antiproliferative activity against human HCT116 cells after 72 hrs by MTT assay,Antiproliferative activity against human HCT116 cells after 72 hrs by MTT assay,0.0
Antiproliferative activity against human HT-29 cells after 96 hrs by MTT assay,Antiproliferative activity against human HT-29 cells after 96 hrs by MTT assay,0.0
Antiproliferative activity against human HeLa cells after 72 hrs by MTT assay,Antiproliferative activity against human HeLa cells after 72 hrs by MTT assay,0.0
Cmax in human,Cmax in human,0.0
Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,0.0
NCI Yeast Anticancer Drug Screen. Data for the rad18 strain,NCI Yeast Anticancer Drug Screen. Data for the rad18 strain,-0.0
SANGER: Inhibition of human 22RV1 cell growth in a cell viability assay.,SANGER: Inhibition of human 22RV1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human 5637 cell growth in a cell viability assay.,SANGER: Inhibition of human 5637 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human 639-V cell growth in a cell viability assay.,SANGER: Inhibition of human 639-V cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human 647-V cell growth in a cell viability assay.,SANGER: Inhibition of human 647-V cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human 769-P cell growth in a cell viability assay.,SANGER: Inhibition of human 769-P cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human 786-0 cell growth in a cell viability assay.,SANGER: Inhibition of human 786-0 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human 8305C cell growth in a cell viability assay.,SANGER: Inhibition of human 8305C cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human 8505C cell growth in a cell viability assay.,SANGER: Inhibition of human 8505C cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A172 cell growth in a cell viability assay.,SANGER: Inhibition of human A172 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A204 cell growth in a cell viability assay.,SANGER: Inhibition of human A204 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A2058 cell growth in a cell viability assay.,SANGER: Inhibition of human A2058 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A2780 cell growth in a cell viability assay.,SANGER: Inhibition of human A2780 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A427 cell growth in a cell viability assay.,SANGER: Inhibition of human A427 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A431 cell growth in a cell viability assay.,SANGER: Inhibition of human A431 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A673 cell growth in a cell viability assay.,SANGER: Inhibition of human A673 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A704 cell growth in a cell viability assay.,SANGER: Inhibition of human A704 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ABC cell growth in a cell viability assay.,SANGER: Inhibition of human ABC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ACHN cell growth in a cell viability assay.,SANGER: Inhibition of human ACHN cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human AN3-CA cell growth in a cell viability assay.,SANGER: Inhibition of human AN3-CA cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human AU565 cell growth in a cell viability assay.,SANGER: Inhibition of human AU565 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BCPAP cell growth in a cell viability assay.,SANGER: Inhibition of human BCPAP cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BFTC-905 cell growth in a cell viability assay.,SANGER: Inhibition of human BFTC-905 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BFTC-909 cell growth in a cell viability assay.,SANGER: Inhibition of human BFTC-909 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BHY cell growth in a cell viability assay.,SANGER: Inhibition of human BHY cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BPH cell growth in a cell viability assay.,SANGER: Inhibition of human BPH cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BT-20 cell growth in a cell viability assay.,SANGER: Inhibition of human BT-20 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human C3A cell growth in a cell viability assay.,SANGER: Inhibition of human C3A cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CAKI cell growth in a cell viability assay.,SANGER: Inhibition of human CAKI cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CAL2T cell growth in a cell viability assay.,SANGER: Inhibition of human CAL2T cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CAL-27 cell growth in a cell viability assay.,SANGER: Inhibition of human CAL-27 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CAL-33 cell growth in a cell viability assay.,SANGER: Inhibition of human CAL-33 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CAL-51 cell growth in a cell viability assay.,SANGER: Inhibition of human CAL-51 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CAL-54 cell growth in a cell viability assay.,SANGER: Inhibition of human CAL-54 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CAL-62 cell growth in a cell viability assay.,SANGER: Inhibition of human CAL-62 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CAPAN cell growth in a cell viability assay.,SANGER: Inhibition of human CAPAN cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CHL cell growth in a cell viability assay.,SANGER: Inhibition of human CHL cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CHP-212 cell growth in a cell viability assay.,SANGER: Inhibition of human CHP-212 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human COR-L105 cell growth in a cell viability assay.,SANGER: Inhibition of human COR-L105 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human COR-L23 cell growth in a cell viability assay.,SANGER: Inhibition of human COR-L23 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human Ca-Ski cell growth in a cell viability assay.,SANGER: Inhibition of human Ca-Ski cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human Ca9-22 cell growth in a cell viability assay.,SANGER: Inhibition of human Ca9-22 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human Calu-3 cell growth in a cell viability assay.,SANGER: Inhibition of human Calu-3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ChaGo-K cell growth in a cell viability assay.,SANGER: Inhibition of human ChaGo-K cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DBTRG-05MG cell growth in a cell viability assay.,SANGER: Inhibition of human DBTRG-05MG cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DMS-273 cell growth in a cell viability assay.,SANGER: Inhibition of human DMS-273 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DU45 cell growth in a cell viability assay.,SANGER: Inhibition of human DU45 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human Daoy cell growth in a cell viability assay.,SANGER: Inhibition of human Daoy cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human Detroit562 cell growth in a cell viability assay.,SANGER: Inhibition of human Detroit562 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DoTc2-4510 cell growth in a cell viability assay.,SANGER: Inhibition of human DoTc2-4510 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EFM9 cell growth in a cell viability assay.,SANGER: Inhibition of human EFM9 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EFO-27 cell growth in a cell viability assay.,SANGER: Inhibition of human EFO-27 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EGI cell growth in a cell viability assay.,SANGER: Inhibition of human EGI cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ESS cell growth in a cell viability assay.,SANGER: Inhibition of human ESS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human FADU cell growth in a cell viability assay.,SANGER: Inhibition of human FADU cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human FTC33 cell growth in a cell viability assay.,SANGER: Inhibition of human FTC33 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human G-401 cell growth in a cell viability assay.,SANGER: Inhibition of human G-401 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human G-402 cell growth in a cell viability assay.,SANGER: Inhibition of human G-402 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GAMG cell growth in a cell viability assay.,SANGER: Inhibition of human GAMG cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GCT cell growth in a cell viability assay.,SANGER: Inhibition of human GCT cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human GP5d cell growth in a cell viability assay.,SANGER: Inhibition of human GP5d cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human H4 cell growth in a cell viability assay.,SANGER: Inhibition of human H4 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HCC1569 cell growth in a cell viability assay.,SANGER: Inhibition of human HCC1569 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HCC1806 cell growth in a cell viability assay.,SANGER: Inhibition of human HCC1806 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HCE-4 cell growth in a cell viability assay.,SANGER: Inhibition of human HCE-4 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HCT16 cell growth in a cell viability assay.,SANGER: Inhibition of human HCT16 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HEC cell growth in a cell viability assay.,SANGER: Inhibition of human HEC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HGC-27 cell growth in a cell viability assay.,SANGER: Inhibition of human HGC-27 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HLE cell growth in a cell viability assay.,SANGER: Inhibition of human HLE cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HMV-II cell growth in a cell viability assay.,SANGER: Inhibition of human HMV-II cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HN cell growth in a cell viability assay.,SANGER: Inhibition of human HN cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HO-N cell growth in a cell viability assay.,SANGER: Inhibition of human HO-N cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HOS cell growth in a cell viability assay.,SANGER: Inhibition of human HOS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HPAF-II cell growth in a cell viability assay.,SANGER: Inhibition of human HPAF-II cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HSC-2 cell growth in a cell viability assay.,SANGER: Inhibition of human HSC-2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HSC-3 cell growth in a cell viability assay.,SANGER: Inhibition of human HSC-3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HSC-4 cell growth in a cell viability assay.,SANGER: Inhibition of human HSC-4 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HT376 cell growth in a cell viability assay.,SANGER: Inhibition of human HT376 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HT-3 cell growth in a cell viability assay.,SANGER: Inhibition of human HT-3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HTC-C3 cell growth in a cell viability assay.,SANGER: Inhibition of human HTC-C3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HuH-7 cell growth in a cell viability assay.,SANGER: Inhibition of human HuH-7 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HuO-3N1 cell growth in a cell viability assay.,SANGER: Inhibition of human HuO-3N1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human HuP-T4 cell growth in a cell viability assay.,SANGER: Inhibition of human HuP-T4 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human IA-LM cell growth in a cell viability assay.,SANGER: Inhibition of human IA-LM cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human J82 cell growth in a cell viability assay.,SANGER: Inhibition of human J82 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human JEG-3 cell growth in a cell viability assay.,SANGER: Inhibition of human JEG-3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KLE cell growth in a cell viability assay.,SANGER: Inhibition of human KLE cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KOSC-2 cell growth in a cell viability assay.,SANGER: Inhibition of human KOSC-2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KP-4 cell growth in a cell viability assay.,SANGER: Inhibition of human KP-4 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KYSE40 cell growth in a cell viability assay.,SANGER: Inhibition of human KYSE40 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KYSE80 cell growth in a cell viability assay.,SANGER: Inhibition of human KYSE80 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KYSE-270 cell growth in a cell viability assay.,SANGER: Inhibition of human KYSE-270 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KYSE-450 cell growth in a cell viability assay.,SANGER: Inhibition of human KYSE-450 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KYSE-510 cell growth in a cell viability assay.,SANGER: Inhibition of human KYSE-510 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human KYSE-70 cell growth in a cell viability assay.,SANGER: Inhibition of human KYSE-70 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LCLC03H cell growth in a cell viability assay.,SANGER: Inhibition of human LCLC03H cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LCLC-97TM1 cell growth in a cell viability assay.,SANGER: Inhibition of human LCLC-97TM1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LK-2 cell growth in a cell viability assay.,SANGER: Inhibition of human LK-2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LU-99A cell growth in a cell viability assay.,SANGER: Inhibition of human LU-99A cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human LoVo cell growth in a cell viability assay.,SANGER: Inhibition of human LoVo cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human M14 cell growth in a cell viability assay.,SANGER: Inhibition of human M14 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MC-IXC cell growth in a cell viability assay.,SANGER: Inhibition of human MC-IXC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MDA-MB-415 cell growth in a cell viability assay.,SANGER: Inhibition of human MDA-MB-415 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ME80 cell growth in a cell viability assay.,SANGER: Inhibition of human ME80 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MEL-HO cell growth in a cell viability assay.,SANGER: Inhibition of human MEL-HO cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MEL-JUSO cell growth in a cell viability assay.,SANGER: Inhibition of human MEL-JUSO cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MG-63 cell growth in a cell viability assay.,SANGER: Inhibition of human MG-63 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MHH-ES cell growth in a cell viability assay.,SANGER: Inhibition of human MHH-ES cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MIA-PaCa-2 cell growth in a cell viability assay.,SANGER: Inhibition of human MIA-PaCa-2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MKN1 cell growth in a cell viability assay.,SANGER: Inhibition of human MKN1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MKN28 cell growth in a cell viability assay.,SANGER: Inhibition of human MKN28 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human MKN45 cell growth in a cell viability assay.,SANGER: Inhibition of human MKN45 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human Mewo cell growth in a cell viability assay.,SANGER: Inhibition of human Mewo cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H1437 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H1437 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H1563 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H1563 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H1703 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H1703 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H1792 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H1792 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H2030 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H2030 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H2087 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H2087 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H2122 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H2122 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H2170 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H2170 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H2228 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H2228 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H28 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H28 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H292 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H292 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H358 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H358 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H650 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H650 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H661 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H661 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-H810 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-H810 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NCI-N87 cell growth in a cell viability assay.,SANGER: Inhibition of human NCI-N87 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NUGC-3 cell growth in a cell viability assay.,SANGER: Inhibition of human NUGC-3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human NY cell growth in a cell viability assay.,SANGER: Inhibition of human NY cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human OAW-28 cell growth in a cell viability assay.,SANGER: Inhibition of human OAW-28 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human OAW-42 cell growth in a cell viability assay.,SANGER: Inhibition of human OAW-42 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human OE33 cell growth in a cell viability assay.,SANGER: Inhibition of human OE33 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human OVCAR-8 cell growth in a cell viability assay.,SANGER: Inhibition of human OVCAR-8 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human P12-ICHIKAWA cell growth in a cell viability assay.,SANGER: Inhibition of human P12-ICHIKAWA cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human PA cell growth in a cell viability assay.,SANGER: Inhibition of human PA cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human PANC-03-27 cell growth in a cell viability assay.,SANGER: Inhibition of human PANC-03-27 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human PANC0-05 cell growth in a cell viability assay.,SANGER: Inhibition of human PANC0-05 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human PC4 cell growth in a cell viability assay.,SANGER: Inhibition of human PC4 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human PC-3 cell growth in a cell viability assay.,SANGER: Inhibition of human PC-3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human PFSK cell growth in a cell viability assay.,SANGER: Inhibition of human PFSK cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human RCM cell growth in a cell viability assay.,SANGER: Inhibition of human RCM cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human RD cell growth in a cell viability assay.,SANGER: Inhibition of human RD cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human RERF-LC-MS cell growth in a cell viability assay.,SANGER: Inhibition of human RERF-LC-MS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human RPMI-2650 cell growth in a cell viability assay.,SANGER: Inhibition of human RPMI-2650 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human RPMI-7951 cell growth in a cell viability assay.,SANGER: Inhibition of human RPMI-7951 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human RT12 cell growth in a cell viability assay.,SANGER: Inhibition of human RT12 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human S17 cell growth in a cell viability assay.,SANGER: Inhibition of human S17 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SAS cell growth in a cell viability assay.,SANGER: Inhibition of human SAS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SCC5 cell growth in a cell viability assay.,SANGER: Inhibition of human SCC5 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SCC-25 cell growth in a cell viability assay.,SANGER: Inhibition of human SCC-25 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SCC-4 cell growth in a cell viability assay.,SANGER: Inhibition of human SCC-4 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SK-HEP cell growth in a cell viability assay.,SANGER: Inhibition of human SK-HEP cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SK-LU cell growth in a cell viability assay.,SANGER: Inhibition of human SK-LU cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SK-MES cell growth in a cell viability assay.,SANGER: Inhibition of human SK-MES cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SKG-IIIa cell growth in a cell viability assay.,SANGER: Inhibition of human SKG-IIIa cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SN12C cell growth in a cell viability assay.,SANGER: Inhibition of human SN12C cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SNU-423 cell growth in a cell viability assay.,SANGER: Inhibition of human SNU-423 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SNU-449 cell growth in a cell viability assay.,SANGER: Inhibition of human SNU-449 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SNU-C2B cell growth in a cell viability assay.,SANGER: Inhibition of human SNU-C2B cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SW1088 cell growth in a cell viability assay.,SANGER: Inhibition of human SW1088 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SW13 cell growth in a cell viability assay.,SANGER: Inhibition of human SW13 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SW1573 cell growth in a cell viability assay.,SANGER: Inhibition of human SW1573 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SW1710 cell growth in a cell viability assay.,SANGER: Inhibition of human SW1710 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SW48 cell growth in a cell viability assay.,SANGER: Inhibition of human SW48 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SW620 cell growth in a cell viability assay.,SANGER: Inhibition of human SW620 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SW756 cell growth in a cell viability assay.,SANGER: Inhibition of human SW756 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human SW982 cell growth in a cell viability assay.,SANGER: Inhibition of human SW982 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human T98G cell growth in a cell viability assay.,SANGER: Inhibition of human T98G cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human TCCSUP cell growth in a cell viability assay.,SANGER: Inhibition of human TCCSUP cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human TE1 cell growth in a cell viability assay.,SANGER: Inhibition of human TE1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human TGBC24TKB cell growth in a cell viability assay.,SANGER: Inhibition of human TGBC24TKB cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human TYK-nu cell growth in a cell viability assay.,SANGER: Inhibition of human TYK-nu cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human UM-UC-3 cell growth in a cell viability assay.,SANGER: Inhibition of human UM-UC-3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human VM-CUB cell growth in a cell viability assay.,SANGER: Inhibition of human VM-CUB cell growth in a cell viability assay.,0.0
Single concentration confirmation of inhibitors of Mdm2/MdmX interaction using a Brca1/Bard1 BiLC Counterscreen assay.,Single concentration confirmation of inhibitors of Mdm2/MdmX interaction using a Brca1/Bard1 BiLC Counterscreen assay.,0.009593742384206032
Single concentration confirmation of inhibitors of Mdm2/MdmX interaction using a Full-Length Luciferase Counterscreen assay,Single concentration confirmation of inhibitors of Mdm2/MdmX interaction using a Full-Length Luciferase Counterscreen assay,0.0032106090871649204
Compound was evaluated for inhibition of human CACNA1C in an in vitro cell-based assay measured by IonWorks automated patch clamp,Compound was evaluated for inhibition of human CACNA1C in an in vitro cell-based assay measured by IonWorks automated patch clamp,0.0
Effective free therapeutic plasma concentration (EFTPC): the concentration of unbound compund in the blood plasma at therapeutic dose (mean of range),Effective free therapeutic plasma concentration (EFTPC): the concentration of unbound compund in the blood plasma at therapeutic dose (mean of range),0.0
